BRANCH,year,month,circulation_num
Chicago Bee,2020,NOVEMBER,498
Vodak-East Side,2020,NOVEMBER,1578
Sherman Park,2020,NOVEMBER,302
Patron Initiated renewals (online),2020,NOVEMBER,38267
Walker,2021,NOVEMBER,891
Albany Park,2021,NOVEMBER,5370
Avalon,2021,NOVEMBER,1355
Brainerd,2021,NOVEMBER,314
Oriole Park,2021,NOVEMBER,4850
Little Italy,2021,NOVEMBER,3896
Edgebrook,2021,NOVEMBER,6511
Kelly,2021,NOVEMBER,470
Edgewater,2021,NOVEMBER,9685
Near North,2021,NOVEMBER,6639
Canaryville,2021,NOVEMBER,941
"Daley, Richard J.- Bridgeport",2021,NOVEMBER,0
Manning,2021,NOVEMBER,620
Portage-Cragin,2021,NOVEMBER,3238
"Whitney M. Young, Jr.",2021,NOVEMBER,572
Greater Grand Crossing,2021,NOVEMBER,596
Auto-Renewals,2021,NOVEMBER,502847
Scottsdale,2021,NOVEMBER,1419
Altgeld,2021,NOVEMBER,173
West Lawn,2021,NOVEMBER,0
Back of the Yards,2021,NOVEMBER,1032
Rogers Park,2021,NOVEMBER,6449
Garfield Ridge,2021,NOVEMBER,2593
King,2021,NOVEMBER,1189
Water Works,2021,NOVEMBER,2239
"Daley, Richard M.- W Humboldt",2021,NOVEMBER,1458
Humboldt Park,2021,NOVEMBER,2962
Sulzer Regional Library,2021,NOVEMBER,24048
Blackstone,2021,NOVEMBER,6932
North Austin,2021,NOVEMBER,395
West Town,2021,NOVEMBER,4280
Budlong Woods,2021,NOVEMBER,6116
Lincoln Park,2021,NOVEMBER,10238
West Englewood,2021,NOVEMBER,390
Archer Heights,2021,NOVEMBER,2574
Hegewisch,2021,NOVEMBER,885
Independence,2021,NOVEMBER,6091
Lozano,2021,NOVEMBER,2109
South Shore,2021,NOVEMBER,975
Chinatown,2021,NOVEMBER,5240
Douglass,2021,NOVEMBER,358
Logan Square,2021,NOVEMBER,9424
Roden,2021,NOVEMBER,4010
Galewood-Mont Clare,2021,NOVEMBER,0
West Belmont,2021,NOVEMBER,3037
Bucktown-Wicker Park,2021,NOVEMBER,7550
North Pulaski,2021,NOVEMBER,1112
McKinley Park,2021,NOVEMBER,3705
Downloadable Media,2021,NOVEMBER,177454
West Pullman,2021,NOVEMBER,668
Beverly,2021,NOVEMBER,3395
Legler Regional,2021,NOVEMBER,454
Toman,2021,NOVEMBER,2187
Austin,2021,NOVEMBER,563
Wrightwood-Ashburn,2021,NOVEMBER,833
Jefferson Park,2021,NOVEMBER,5085
Mayfair,2021,NOVEMBER,2602
South Chicago,2021,NOVEMBER,640
Clearing,2021,NOVEMBER,1830
Merlo,2021,NOVEMBER,7904
Uptown,2021,NOVEMBER,5343
Chicago Lawn,2021,NOVEMBER,1563
Harold Washington Library Center,2021,NOVEMBER,22693
Brighton Park,2021,NOVEMBER,1170
West Chicago Avenue,2021,NOVEMBER,310
Little Village,2021,NOVEMBER,1541
Lincoln Belmont,2021,NOVEMBER,10992
Gage Park,2021,NOVEMBER,608
Northtown,2021,NOVEMBER,8452
Dunning,2021,NOVEMBER,3008
Bezazian,2021,NOVEMBER,5614
West Loop,2021,NOVEMBER,3845
Pullman,2021,NOVEMBER,468
Patron Initiated renewals (automated phone),2021,NOVEMBER,1096
Jeffery Manor,2021,NOVEMBER,464
Hall,2021,NOVEMBER,684
Mount Greenwood,2021,NOVEMBER,2862
Coleman,2021,NOVEMBER,988
Austin-Irving,2021,NOVEMBER,4718
Woodson Regional Library,2021,NOVEMBER,1872
Thurgood Marshall,2021,NOVEMBER,869
Chicago Bee,2021,NOVEMBER,777
Vodak-East Side,2021,NOVEMBER,1573
Sherman Park,2021,NOVEMBER,159
Patron Initiated renewals (online),2021,NOVEMBER,27557
West Chicago Avenue,2022,NOVEMBER,516
"Whitney M. Young, Jr.",2022,NOVEMBER,602
Downloadable Media,2022,NOVEMBER,233684
Woodson Regional Library,2022,NOVEMBER,1970
Beverly,2022,NOVEMBER,2806
Archer Heights,2022,NOVEMBER,2099
Manning,2022,NOVEMBER,972
Blackstone,2022,NOVEMBER,6129
Portage-Cragin,2022,NOVEMBER,3330
West Belmont,2022,NOVEMBER,3199
Avalon,2022,NOVEMBER,1230
Edgewater,2022,NOVEMBER,10431
South Shore,2022,NOVEMBER,863
Legler Regional,2022,NOVEMBER,476
Hall,2022,NOVEMBER,421
Back of the Yards,2022,NOVEMBER,790
Vodak-East Side,2022,NOVEMBER,1614
Mayfair,2022,NOVEMBER,2486
Auto-Renewals,2022,NOVEMBER,557173
Dunning,2022,NOVEMBER,3386
West Pullman,2022,NOVEMBER,577
Jefferson Park,2022,NOVEMBER,4856
Sherman Park,2022,NOVEMBER,261
Altgeld,2022,NOVEMBER,173
North Austin,2022,NOVEMBER,468
Little Village,2022,NOVEMBER,1206
Near North,2022,NOVEMBER,6155
Water Works,2022,NOVEMBER,2801
Uptown,2022,NOVEMBER,5124
Patron Initiated renewals (automated phone),2022,NOVEMBER,761
Bucktown-Wicker Park,2022,NOVEMBER,8481
Jeffery Manor,2022,NOVEMBER,339
Albany Park,2022,NOVEMBER,5416
West Englewood,2022,NOVEMBER,355
Northtown,2022,NOVEMBER,7857
West Lawn,2022,NOVEMBER,1751
King,2022,NOVEMBER,1017
"Daley, Richard M.- W Humboldt",2022,NOVEMBER,1062
Lozano,2022,NOVEMBER,2045
Merlo,2022,NOVEMBER,8762
Little Italy,2022,NOVEMBER,3931
Canaryville,2022,NOVEMBER,718
Independence,2022,NOVEMBER,6419
Austin,2022,NOVEMBER,666
Scottsdale,2022,NOVEMBER,1178
Lincoln Belmont,2022,NOVEMBER,9775
Walker,2022,NOVEMBER,1164
North Pulaski,2022,NOVEMBER,1266
Logan Square,2022,NOVEMBER,9643
Austin-Irving,2022,NOVEMBER,4976
Pullman,2022,NOVEMBER,377
Wrightwood-Ashburn,2022,NOVEMBER,671
Budlong Woods,2022,NOVEMBER,6083
Chicago Lawn,2022,NOVEMBER,1266
Talking Book and Braille downloadable,2022,NOVEMBER,2377
Coleman,2022,NOVEMBER,1130
Humboldt Park,2022,NOVEMBER,3661
Douglass,2022,NOVEMBER,404
Clearing,2022,NOVEMBER,1988
Edgebrook,2022,NOVEMBER,6537
Roden,2022,NOVEMBER,4614
Harold Washington Library Center,2022,NOVEMBER,22288
Oriole Park,2022,NOVEMBER,5215
Garfield Ridge,2022,NOVEMBER,3156
Patron Initiated renewals (online),2022,NOVEMBER,26115
Gage Park,2022,NOVEMBER,786
Hegewisch,2022,NOVEMBER,845
Lincoln Park,2022,NOVEMBER,11015
Greater Grand Crossing,2022,NOVEMBER,456
McKinley Park,2022,NOVEMBER,2474
"Daley, Richard J.- Bridgeport",2022,NOVEMBER,2958
West Loop,2022,NOVEMBER,4585
Bezazian,2022,NOVEMBER,5857
Toman,2022,NOVEMBER,2063
Thurgood Marshall,2022,NOVEMBER,570
Sulzer Regional Library,2022,NOVEMBER,24073
Rogers Park,2022,NOVEMBER,6095
Galewood-Mont Clare,2022,NOVEMBER,0
Kelly,2022,NOVEMBER,466
West Town,2022,NOVEMBER,4642
Mount Greenwood,2022,NOVEMBER,3644
Chinatown,2022,NOVEMBER,4035
Brainerd,2022,NOVEMBER,256
Brighton Park,2022,NOVEMBER,1579
South Chicago,2022,NOVEMBER,799
Chicago Bee,2022,NOVEMBER,718
Walker,2023,NOVEMBER,1220
Albany Park,2023,NOVEMBER,4811
Avalon,2023,NOVEMBER,1054
Brainerd,2023,NOVEMBER,317
Oriole Park,2023,NOVEMBER,4439
Little Italy,2023,NOVEMBER,3139
Edgebrook,2023,NOVEMBER,5815
Kelly,2023,NOVEMBER,350
Edgewater,2023,NOVEMBER,9807
Near North,2023,NOVEMBER,6345
Canaryville,2023,NOVEMBER,734
"Daley, Richard J.- Bridgeport",2023,NOVEMBER,3351
Manning,2023,NOVEMBER,987
Portage-Cragin,2023,NOVEMBER,2829
"Whitney M. Young, Jr.",2023,NOVEMBER,623
Greater Grand Crossing,2023,NOVEMBER,451
Auto-Renewals,2023,NOVEMBER,548512
Scottsdale,2023,NOVEMBER,835
Altgeld,2023,NOVEMBER,146
West Lawn,2023,NOVEMBER,1602
Back of the Yards,2023,NOVEMBER,786
Rogers Park,2023,NOVEMBER,2506
Talking Book and Braille downloadable,2023,NOVEMBER,3697
Garfield Ridge,2023,NOVEMBER,2897
King,2023,NOVEMBER,822
Water Works,2023,NOVEMBER,2558
Downloadable Media,2023,NOVEMBER,331155
"Daley, Richard M.- W Humboldt",2023,NOVEMBER,938
Humboldt Park,2023,NOVEMBER,3143
Sulzer Regional Library,2023,NOVEMBER,24505
Blackstone,2023,NOVEMBER,5915
North Austin,2023,NOVEMBER,489
West Town,2023,NOVEMBER,4516
Budlong Woods,2023,NOVEMBER,5720
Lincoln Park,2023,NOVEMBER,10540
West Englewood,2023,NOVEMBER,69
Archer Heights,2023,NOVEMBER,2048
Hegewisch,2023,NOVEMBER,836
Independence,2023,NOVEMBER,6240
Lozano,2023,NOVEMBER,2032
South Shore,2023,NOVEMBER,967
Chinatown,2023,NOVEMBER,3780
Douglass,2023,NOVEMBER,753
Logan Square,2023,NOVEMBER,9279
Roden,2023,NOVEMBER,4079
Galewood-Mont Clare,2023,NOVEMBER,0
West Belmont,2023,NOVEMBER,3081
Bucktown-Wicker Park,2023,NOVEMBER,7972
North Pulaski,2023,NOVEMBER,1262
McKinley Park,2023,NOVEMBER,2802
West Pullman,2023,NOVEMBER,503
Beverly,2023,NOVEMBER,2627
Legler Regional,2023,NOVEMBER,62
Toman,2023,NOVEMBER,1836
Austin,2023,NOVEMBER,921
Wrightwood-Ashburn,2023,NOVEMBER,627
Jefferson Park,2023,NOVEMBER,5053
Mayfair,2023,NOVEMBER,2532
South Chicago,2023,NOVEMBER,463
Clearing,2023,NOVEMBER,1612
Merlo,2023,NOVEMBER,8060
Uptown,2023,NOVEMBER,5499
Chicago Lawn,2023,NOVEMBER,1133
Harold Washington Library Center,2023,NOVEMBER,21598
Brighton Park,2023,NOVEMBER,1386
West Chicago Avenue,2023,NOVEMBER,436
Little Village,2023,NOVEMBER,1250
Lincoln Belmont,2023,NOVEMBER,10358
Gage Park,2023,NOVEMBER,829
Northtown,2023,NOVEMBER,7986
Dunning,2023,NOVEMBER,3214
Bezazian,2023,NOVEMBER,5334
West Loop,2023,NOVEMBER,4023
Pullman,2023,NOVEMBER,444
Patron Initiated renewals (automated phone),2023,NOVEMBER,542
Jeffery Manor,2023,NOVEMBER,414
Hall,2023,NOVEMBER,593
Mount Greenwood,2023,NOVEMBER,3043
Coleman,2023,NOVEMBER,850
Austin-Irving,2023,NOVEMBER,4051
Woodson Regional Library,2023,NOVEMBER,1930
Thurgood Marshall,2023,NOVEMBER,646
Chicago Bee,2023,NOVEMBER,567
Vodak-East Side,2023,NOVEMBER,1400
Sherman Park,2023,NOVEMBER,292
Patron Initiated renewals (online),2023,NOVEMBER,25291
Albany Park,2019,DECEMBER,5924
Altgeld,2019,DECEMBER,500
Archer Heights,2019,DECEMBER,3415
Austin,2019,DECEMBER,1082
Austin-Irving,2019,DECEMBER,6492
Avalon,2019,DECEMBER,2654
Back of the Yards,2019,DECEMBER,1715
Beverly,2019,DECEMBER,3350
Bezazian,2019,DECEMBER,7536
Blackstone,2019,DECEMBER,6577
Brainerd,2019,DECEMBER,604
Brighton Park,2019,DECEMBER,2747
Bucktown-Wicker Park,2019,DECEMBER,7519
Budlong Woods,2019,DECEMBER,6498
Canaryville,2019,DECEMBER,1666
Chicago Bee,2019,DECEMBER,757
Chicago Lawn,2019,DECEMBER,1901
Chinatown,2019,DECEMBER,6707
Clearing,2019,DECEMBER,1941
Coleman,2019,DECEMBER,1588
"Daley, Richard J.",2019,DECEMBER,3980
"Daley, Richard M.",2019,DECEMBER,2493
Douglass,2019,DECEMBER,821
Dunning,2019,DECEMBER,3183
Edgebrook,2019,DECEMBER,6568
Edgewater,2019,DECEMBER,11655
Gage Park,2019,DECEMBER,1097
Galewood-Mont Clare,2019,DECEMBER,557
Garfield Ridge,2019,DECEMBER,3250
Greater Grand Crossing,2019,DECEMBER,1129
Hall,2019,DECEMBER,1131
HAROLD WASHINGTON LIBRARY CENTER,2019,DECEMBER,42270
Hegewisch,2019,DECEMBER,1602
Humboldt Park,2019,DECEMBER,3914
Independence,2019,DECEMBER,5592
Jefferson Park,2019,DECEMBER,4913
Jeffery Manor,2019,DECEMBER,657
Kelly,2019,DECEMBER,833
King,2019,DECEMBER,1757
Legler Regional,2019,DECEMBER,0
Lincoln Belmont,2019,DECEMBER,11315
Lincoln Park,2019,DECEMBER,10067
Little Italy,2019,DECEMBER,4756
Little Village,2019,DECEMBER,2474
Logan Square,2019,DECEMBER,9206
Lozano,2019,DECEMBER,2963
Manning,2019,DECEMBER,1490
Mayfair,2019,DECEMBER,2713
McKinley Park,2019,DECEMBER,3960
Merlo,2019,DECEMBER,0
Mount Greenwood,2019,DECEMBER,3483
Near North,2019,DECEMBER,7350
North Austin,2019,DECEMBER,875
North Pulaski,2019,DECEMBER,1695
Northtown,2019,DECEMBER,9011
Oriole Park,2019,DECEMBER,4334
Portage-Cragin,2019,DECEMBER,4062
Pullman,2019,DECEMBER,955
Roden,2019,DECEMBER,2444
Rogers Park,2019,DECEMBER,7680
Scottsdale,2019,DECEMBER,1404
Sherman Park,2019,DECEMBER,427
South Chicago,2019,DECEMBER,1336
South Shore,2019,DECEMBER,1
Sulzer Regional Library,2019,DECEMBER,26755
Thurgood Marshall,2019,DECEMBER,1295
Toman,2019,DECEMBER,3612
Uptown,2019,DECEMBER,6661
Vodak-East Side,2019,DECEMBER,1208
Walker,2019,DECEMBER,773
Water Works,2019,DECEMBER,4308
West Belmont,2019,DECEMBER,3801
West Chicago Avenue,2019,DECEMBER,586
West Englewood,2019,DECEMBER,854
West Lawn,2019,DECEMBER,2479
West Loop,2019,DECEMBER,4122
West Pullman,2019,DECEMBER,1212
West Town,2019,DECEMBER,3997
"Whitney M. Young, Jr.",2019,DECEMBER,1646
Woodson Regional Library,2019,DECEMBER,3856
Wrightwood-Ashburn,2019,DECEMBER,833
Downloadable Media,2019,DECEMBER,160404
Online Renewals,2019,DECEMBER,610050
Itivia Renewals,2019,DECEMBER,1420
"Whitney M. Young, Jr.",2020,DECEMBER,644
Auto-Renewals,2020,DECEMBER,687304
Walker,2020,DECEMBER,736
Albany Park,2020,DECEMBER,4295
Avalon,2020,DECEMBER,1609
Brainerd,2020,DECEMBER,311
Oriole Park,2020,DECEMBER,4134
Little Italy,2020,DECEMBER,2341
Edgebrook,2020,DECEMBER,6304
Kelly,2020,DECEMBER,284
Edgewater,2020,DECEMBER,9758
Near North,2020,DECEMBER,6765
Canaryville,2020,DECEMBER,0
"Daley, Richard J.- Bridgeport",2020,DECEMBER,3399
Manning,2020,DECEMBER,0
Portage-Cragin,2020,DECEMBER,2949
Greater Grand Crossing,2020,DECEMBER,617
Scottsdale,2020,DECEMBER,947
Altgeld,2020,DECEMBER,165
West Lawn,2020,DECEMBER,963
Back of the Yards,2020,DECEMBER,718
Rogers Park,2020,DECEMBER,6867
Garfield Ridge,2020,DECEMBER,2347
King,2020,DECEMBER,1060
Water Works,2020,DECEMBER,0
"Daley, Richard M.- W Humboldt",2020,DECEMBER,1268
Humboldt Park,2020,DECEMBER,3161
Sulzer Regional Library,2020,DECEMBER,21181
Blackstone,2020,DECEMBER,5840
North Austin,2020,DECEMBER,636
West Town,2020,DECEMBER,3269
Budlong Woods,2020,DECEMBER,5534
Lincoln Park,2020,DECEMBER,8669
West Englewood,2020,DECEMBER,242
Archer Heights,2020,DECEMBER,1816
Hegewisch,2020,DECEMBER,888
Independence,2020,DECEMBER,5173
Lozano,2020,DECEMBER,1881
South Shore,2020,DECEMBER,533
Chinatown,2020,DECEMBER,3539
Douglass,2020,DECEMBER,195
Logan Square,2020,DECEMBER,6871
Roden,2020,DECEMBER,3821
Galewood-Mont Clare,2020,DECEMBER,0
West Belmont,2020,DECEMBER,2782
Bucktown-Wicker Park,2020,DECEMBER,7422
North Pulaski,2020,DECEMBER,690
McKinley Park,2020,DECEMBER,2022
Downloadable Media,2020,DECEMBER,207352
West Pullman,2020,DECEMBER,649
Beverly,2020,DECEMBER,2349
Legler Regional,2020,DECEMBER,221
Toman,2020,DECEMBER,1679
Austin,2020,DECEMBER,566
Wrightwood-Ashburn,2020,DECEMBER,721
Jefferson Park,2020,DECEMBER,3663
Mayfair,2020,DECEMBER,2230
South Chicago,2020,DECEMBER,6
Clearing,2020,DECEMBER,1407
Merlo,2020,DECEMBER,6881
Uptown,2020,DECEMBER,5446
Chicago Lawn,2020,DECEMBER,1110
Harold Washington Library Center,2020,DECEMBER,20990
Brighton Park,2020,DECEMBER,1237
West Chicago Avenue,2020,DECEMBER,138
Little Village,2020,DECEMBER,1136
Lincoln Belmont,2020,DECEMBER,9305
Gage Park,2020,DECEMBER,0
Northtown,2020,DECEMBER,9492
Dunning,2020,DECEMBER,2368
Bezazian,2020,DECEMBER,4218
West Loop,2020,DECEMBER,3434
Pullman,2020,DECEMBER,195
Patron Initiated renewals (automated phone),2020,DECEMBER,346
Jeffery Manor,2020,DECEMBER,291
Hall,2020,DECEMBER,0
Mount Greenwood,2020,DECEMBER,2807
Coleman,2020,DECEMBER,836
Austin-Irving,2020,DECEMBER,4077
Woodson Regional Library,2020,DECEMBER,1779
Thurgood Marshall,2020,DECEMBER,777
Chicago Bee,2020,DECEMBER,550
Vodak-East Side,2020,DECEMBER,1126
Sherman Park,2020,DECEMBER,188
Patron Initiated renewals (online),2020,DECEMBER,36064
Walker,2021,DECEMBER,772
Albany Park,2021,DECEMBER,5238
Avalon,2021,DECEMBER,1217
Brainerd,2021,DECEMBER,332
Oriole Park,2021,DECEMBER,4575
Little Italy,2021,DECEMBER,3575
Edgebrook,2021,DECEMBER,5137
Kelly,2021,DECEMBER,368
Edgewater,2021,DECEMBER,9539
Near North,2021,DECEMBER,5610
Canaryville,2021,DECEMBER,935
"Daley, Richard J.- Bridgeport",2021,DECEMBER,0
Manning,2021,DECEMBER,530
Portage-Cragin,2021,DECEMBER,3057
"Whitney M. Young, Jr.",2021,DECEMBER,545
Greater Grand Crossing,2021,DECEMBER,498
Auto-Renewals,2021,DECEMBER,501666
Scottsdale,2021,DECEMBER,1285
Altgeld,2021,DECEMBER,154
West Lawn,2021,DECEMBER,0
Back of the Yards,2021,DECEMBER,916
Rogers Park,2021,DECEMBER,6002
Garfield Ridge,2021,DECEMBER,2273
King,2021,DECEMBER,1159
Water Works,2021,DECEMBER,2286
"Daley, Richard M.- W Humboldt",2021,DECEMBER,989
Humboldt Park,2021,DECEMBER,2813
Sulzer Regional Library,2021,DECEMBER,21671
Blackstone,2021,DECEMBER,6279
North Austin,2021,DECEMBER,498
West Town,2021,DECEMBER,3868
Budlong Woods,2021,DECEMBER,5854
Lincoln Park,2021,DECEMBER,8933
West Englewood,2021,DECEMBER,254
Archer Heights,2021,DECEMBER,2129
Hegewisch,2021,DECEMBER,701
Independence,2021,DECEMBER,5281
Lozano,2021,DECEMBER,1859
South Shore,2021,DECEMBER,927
Chinatown,2021,DECEMBER,4414
Douglass,2021,DECEMBER,463
Logan Square,2021,DECEMBER,8686
Roden,2021,DECEMBER,3480
Galewood-Mont Clare,2021,DECEMBER,0
West Belmont,2021,DECEMBER,2618
Bucktown-Wicker Park,2021,DECEMBER,6710
North Pulaski,2021,DECEMBER,855
McKinley Park,2021,DECEMBER,3076
Downloadable Media,2021,DECEMBER,187409
West Pullman,2021,DECEMBER,694
Beverly,2021,DECEMBER,2655
Legler Regional,2021,DECEMBER,461
Toman,2021,DECEMBER,1636
Austin,2021,DECEMBER,447
Wrightwood-Ashburn,2021,DECEMBER,607
Jefferson Park,2021,DECEMBER,4116
Mayfair,2021,DECEMBER,2120
South Chicago,2021,DECEMBER,738
Clearing,2021,DECEMBER,1603
Merlo,2021,DECEMBER,7565
Uptown,2021,DECEMBER,4768
Chicago Lawn,2021,DECEMBER,1380
Harold Washington Library Center,2021,DECEMBER,21046
Brighton Park,2021,DECEMBER,1172
West Chicago Avenue,2021,DECEMBER,260
Little Village,2021,DECEMBER,1138
Lincoln Belmont,2021,DECEMBER,9308
Gage Park,2021,DECEMBER,510
Northtown,2021,DECEMBER,8037
Dunning,2021,DECEMBER,2564
Bezazian,2021,DECEMBER,5260
West Loop,2021,DECEMBER,3547
Pullman,2021,DECEMBER,353
Patron Initiated renewals (automated phone),2021,DECEMBER,831
Jeffery Manor,2021,DECEMBER,360
Hall,2021,DECEMBER,583
Mount Greenwood,2021,DECEMBER,2862
Coleman,2021,DECEMBER,812
Austin-Irving,2021,DECEMBER,4702
Woodson Regional Library,2021,DECEMBER,1636
Thurgood Marshall,2021,DECEMBER,651
Chicago Bee,2021,DECEMBER,521
Vodak-East Side,2021,DECEMBER,1554
Sherman Park,2021,DECEMBER,197
Patron Initiated renewals (online),2021,DECEMBER,28679
West Chicago Avenue,2022,DECEMBER,532
"Whitney M. Young, Jr.",2022,DECEMBER,585
Downloadable Media,2022,DECEMBER,243533
Woodson Regional Library,2022,DECEMBER,1788
Beverly,2022,DECEMBER,2601
Archer Heights,2022,DECEMBER,1778
Manning,2022,DECEMBER,798
Blackstone,2022,DECEMBER,5785
Portage-Cragin,2022,DECEMBER,3145
West Belmont,2022,DECEMBER,2353
Avalon,2022,DECEMBER,951
Edgewater,2022,DECEMBER,9355
South Shore,2022,DECEMBER,834
Legler Regional,2022,DECEMBER,649
Hall,2022,DECEMBER,681
Back of the Yards,2022,DECEMBER,861
Vodak-East Side,2022,DECEMBER,1469
Mayfair,2022,DECEMBER,2337
Auto-Renewals,2022,DECEMBER,539322
Dunning,2022,DECEMBER,2744
West Pullman,2022,DECEMBER,578
Jefferson Park,2022,DECEMBER,4606
Sherman Park,2022,DECEMBER,262
Altgeld,2022,DECEMBER,193
North Austin,2022,DECEMBER,428
Little Village,2022,DECEMBER,956
Near North,2022,DECEMBER,5285
Water Works,2022,DECEMBER,2826
Uptown,2022,DECEMBER,4925
Patron Initiated renewals (automated phone),2022,DECEMBER,536
Bucktown-Wicker Park,2022,DECEMBER,7104
Jeffery Manor,2022,DECEMBER,296
Albany Park,2022,DECEMBER,4824
West Englewood,2022,DECEMBER,270
Northtown,2022,DECEMBER,7668
West Lawn,2022,DECEMBER,1416
King,2022,DECEMBER,880
"Daley, Richard M.- W Humboldt",2022,DECEMBER,977
Lozano,2022,DECEMBER,1716
Merlo,2022,DECEMBER,7572
Little Italy,2022,DECEMBER,3086
Canaryville,2022,DECEMBER,864
Independence,2022,DECEMBER,5217
Austin,2022,DECEMBER,753
Scottsdale,2022,DECEMBER,971
Lincoln Belmont,2022,DECEMBER,8481
Walker,2022,DECEMBER,1084
North Pulaski,2022,DECEMBER,991
Logan Square,2022,DECEMBER,8622
Austin-Irving,2022,DECEMBER,4457
Pullman,2022,DECEMBER,356
Wrightwood-Ashburn,2022,DECEMBER,575
Budlong Woods,2022,DECEMBER,5431
Chicago Lawn,2022,DECEMBER,1183
Talking Book and Braille downloadable,2022,DECEMBER,2171
Coleman,2022,DECEMBER,843
Humboldt Park,2022,DECEMBER,3095
Douglass,2022,DECEMBER,349
Clearing,2022,DECEMBER,1455
Edgebrook,2022,DECEMBER,5630
Roden,2022,DECEMBER,4006
Harold Washington Library Center,2022,DECEMBER,20480
Oriole Park,2022,DECEMBER,4241
Garfield Ridge,2022,DECEMBER,2493
Patron Initiated renewals (online),2022,DECEMBER,27604
Gage Park,2022,DECEMBER,761
Hegewisch,2022,DECEMBER,706
Lincoln Park,2022,DECEMBER,9629
Greater Grand Crossing,2022,DECEMBER,404
McKinley Park,2022,DECEMBER,2290
"Daley, Richard J.- Bridgeport",2022,DECEMBER,2941
West Loop,2022,DECEMBER,3953
Bezazian,2022,DECEMBER,5893
Toman,2022,DECEMBER,1455
Thurgood Marshall,2022,DECEMBER,619
Sulzer Regional Library,2022,DECEMBER,21258
Rogers Park,2022,DECEMBER,5948
Galewood-Mont Clare,2022,DECEMBER,0
Kelly,2022,DECEMBER,376
West Town,2022,DECEMBER,3918
Mount Greenwood,2022,DECEMBER,3024
Chinatown,2022,DECEMBER,3957
Brainerd,2022,DECEMBER,201
Brighton Park,2022,DECEMBER,1278
South Chicago,2022,DECEMBER,615
Chicago Bee,2022,DECEMBER,788
Walker,2023,DECEMBER,1051
Albany Park,2023,DECEMBER,4310
Avalon,2023,DECEMBER,1050
Brainerd,2023,DECEMBER,221
Oriole Park,2023,DECEMBER,4359
Little Italy,2023,DECEMBER,3015
Edgebrook,2023,DECEMBER,5471
Kelly,2023,DECEMBER,250
Edgewater,2023,DECEMBER,10690
Near North,2023,DECEMBER,6263
Canaryville,2023,DECEMBER,817
"Daley, Richard J.- Bridgeport",2023,DECEMBER,3228
Manning,2023,DECEMBER,1081
Portage-Cragin,2023,DECEMBER,2823
"Whitney M. Young, Jr.",2023,DECEMBER,601
Greater Grand Crossing,2023,DECEMBER,435
Auto-Renewals,2023,DECEMBER,544543
Scottsdale,2023,DECEMBER,943
Altgeld,2023,DECEMBER,113
West Lawn,2023,DECEMBER,1540
Back of the Yards,2023,DECEMBER,700
Rogers Park,2023,DECEMBER,4305
Talking Book and Braille downloadable,2023,DECEMBER,4488
Garfield Ridge,2023,DECEMBER,2260
King,2023,DECEMBER,802
Water Works,2023,DECEMBER,2886
Downloadable Media,2023,DECEMBER,348864
"Daley, Richard M.- W Humboldt",2023,DECEMBER,989
Humboldt Park,2023,DECEMBER,3305
Sulzer Regional Library,2023,DECEMBER,24040
Blackstone,2023,DECEMBER,6422
North Austin,2023,DECEMBER,452
West Town,2023,DECEMBER,4190
Budlong Woods,2023,DECEMBER,5531
Lincoln Park,2023,DECEMBER,9886
West Englewood,2023,DECEMBER,235
Archer Heights,2023,DECEMBER,1863
Hegewisch,2023,DECEMBER,809
Independence,2023,DECEMBER,5960
Lozano,2023,DECEMBER,1949
South Shore,2023,DECEMBER,913
Chinatown,2023,DECEMBER,3475
Douglass,2023,DECEMBER,605
Logan Square,2023,DECEMBER,8944
Roden,2023,DECEMBER,4105
Galewood-Mont Clare,2023,DECEMBER,0
West Belmont,2023,DECEMBER,2705
Bucktown-Wicker Park,2023,DECEMBER,7552
North Pulaski,2023,DECEMBER,1288
McKinley Park,2023,DECEMBER,2423
West Pullman,2023,DECEMBER,564
Beverly,2023,DECEMBER,2562
Legler Regional,2023,DECEMBER,1
Toman,2023,DECEMBER,1387
Austin,2023,DECEMBER,817
Wrightwood-Ashburn,2023,DECEMBER,654
Jefferson Park,2023,DECEMBER,4551
Mayfair,2023,DECEMBER,2401
South Chicago,2023,DECEMBER,679
Clearing,2023,DECEMBER,1562
Merlo,2023,DECEMBER,7907
Uptown,2023,DECEMBER,5501
Chicago Lawn,2023,DECEMBER,1041
Harold Washington Library Center,2023,DECEMBER,18942
Brighton Park,2023,DECEMBER,1724
West Chicago Avenue,2023,DECEMBER,468
Little Village,2023,DECEMBER,1282
Lincoln Belmont,2023,DECEMBER,9026
Gage Park,2023,DECEMBER,533
Northtown,2023,DECEMBER,7246
Dunning,2023,DECEMBER,3053
Bezazian,2023,DECEMBER,5800
West Loop,2023,DECEMBER,4053
Pullman,2023,DECEMBER,301
Patron Initiated renewals (automated phone),2023,DECEMBER,603
Jeffery Manor,2023,DECEMBER,393
Hall,2023,DECEMBER,553
Mount Greenwood,2023,DECEMBER,3346
Coleman,2023,DECEMBER,686
Austin-Irving,2023,DECEMBER,3887
Woodson Regional Library,2023,DECEMBER,1758
Thurgood Marshall,2023,DECEMBER,501
Chicago Bee,2023,DECEMBER,652
Vodak-East Side,2023,DECEMBER,1404
Sherman Park,2023,DECEMBER,240
Patron Initiated renewals (online),2023,DECEMBER,27518
